AAC_A,AAC_C,AAC_D,AAC_E,AAC_F,AAC_G,AAC_H,AAC_I,AAC_K,AAC_L,AAC_M,AAC_N,AAC_P,AAC_Q,AAC_R,AAC_S,AAC_T,AAC_V,AAC_W,AAC_Y
21.05,0.0,5.26,0.0,10.53,10.53,0.0,0.0,21.05,21.05,0.0,0.0,0.0,0.0,0.0,0.0,0.0,10.53,0.0,0.0
11.11,0.0,0.0,0.0,0.0,11.11,0.0,5.56,16.67,33.33,0.0,5.56,5.56,0.0,0.0,5.56,0.0,5.56,0.0,0.0
11.11,0.0,0.0,0.0,0.0,16.67,0.0,5.56,16.67,33.33,0.0,5.56,0.0,0.0,0.0,5.56,0.0,5.56,0.0,0.0
5.56,0.0,0.0,0.0,0.0,16.67,0.0,5.56,16.67,33.33,0.0,5.56,5.56,0.0,0.0,5.56,0.0,5.56,0.0,0.0
11.11,0.0,0.0,0.0,0.0,16.67,0.0,5.56,16.67,33.33,0.0,5.56,5.56,0.0,0.0,0.0,0.0,5.56,0.0,0.0
11.11,0.0,0.0,0.0,0.0,16.67,0.0,5.56,16.67,33.33,0.0,0.0,5.56,0.0,0.0,5.56,0.0,5.56,0.0,0.0
11.11,0.0,0.0,0.0,0.0,16.67,0.0,5.56,22.22,33.33,0.0,0.0,5.56,0.0,0.0,0.0,0.0,5.56,0.0,0.0
11.11,0.0,0.0,0.0,0.0,16.67,0.0,5.56,27.78,33.33,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5.56,0.0,0.0
11.11,0.0,0.0,0.0,0.0,11.11,0.0,5.56,33.33,33.33,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5.56,0.0,0.0
0.0,4.55,4.55,4.55,0.0,9.09,0.0,0.0,18.18,0.0,0.0,0.0,13.64,4.55,40.91,0.0,0.0,0.0,0.0,0.0
0.0,0.0,4.55,4.55,0.0,9.09,0.0,0.0,18.18,0.0,0.0,0.0,13.64,4.55,40.91,4.55,0.0,0.0,0.0,0.0
4.55,0.0,4.55,4.55,0.0,9.09,0.0,0.0,13.64,0.0,0.0,0.0,13.64,4.55,40.91,0.0,0.0,4.55,0.0,0.0
0.0,10.0,5.0,5.0,0.0,10.0,0.0,0.0,20.0,0.0,0.0,0.0,10.0,5.0,30.0,5.0,0.0,0.0,0.0,0.0
13.64,0.0,4.55,4.55,0.0,4.55,0.0,0.0,13.64,0.0,0.0,0.0,13.64,4.55,36.36,4.55,0.0,0.0,0.0,0.0
13.64,0.0,4.55,0.0,0.0,9.09,0.0,0.0,18.18,0.0,0.0,0.0,13.64,4.55,31.82,4.55,0.0,0.0,0.0,0.0
5.26,0.0,5.26,5.26,0.0,10.53,0.0,0.0,15.79,0.0,0.0,0.0,10.53,5.26,36.84,5.26,0.0,0.0,0.0,0.0
5.26,0.0,5.26,5.26,0.0,10.53,0.0,0.0,15.79,0.0,0.0,0.0,10.53,5.26,36.84,5.26,0.0,0.0,0.0,0.0
5.26,0.0,5.26,5.26,0.0,10.53,0.0,0.0,21.05,0.0,0.0,0.0,10.53,5.26,31.58,5.26,0.0,0.0,0.0,0.0
5.26,0.0,5.26,5.26,0.0,10.53,0.0,0.0,21.05,0.0,0.0,0.0,10.53,5.26,31.58,5.26,0.0,0.0,0.0,0.0
0.0,0.0,5.26,5.26,0.0,15.79,0.0,0.0,21.05,0.0,0.0,0.0,10.53,5.26,31.58,5.26,0.0,0.0,0.0,0.0
15.79,0.0,5.26,5.26,0.0,10.53,0.0,0.0,15.79,0.0,0.0,0.0,10.53,5.26,26.32,5.26,0.0,0.0,0.0,0.0
15.79,0.0,5.26,5.26,0.0,10.53,0.0,0.0,15.79,0.0,0.0,0.0,10.53,5.26,26.32,5.26,0.0,0.0,0.0,0.0
15.79,0.0,5.26,5.26,0.0,10.53,0.0,0.0,21.05,0.0,0.0,0.0,10.53,5.26,21.05,5.26,0.0,0.0,0.0,0.0
26.32,0.0,5.26,5.26,0.0,10.53,0.0,0.0,5.26,0.0,0.0,0.0,10.53,5.26,26.32,5.26,0.0,0.0,0.0,0.0
13.64,0.0,4.55,4.55,0.0,9.09,0.0,0.0,13.64,0.0,0.0,0.0,9.09,4.55,36.36,4.55,0.0,0.0,0.0,0.0
8.33,4.17,0.0,4.17,0.0,4.17,0.0,12.5,16.67,8.33,4.17,12.5,8.33,0.0,4.17,8.33,0.0,4.17,0.0,0.0
9.09,4.55,0.0,4.55,0.0,4.55,0.0,13.64,18.18,9.09,4.55,9.09,9.09,4.55,0.0,4.55,0.0,4.55,0.0,0.0
4.35,4.35,8.7,8.7,4.35,4.35,0.0,13.04,17.39,13.04,0.0,4.35,8.7,4.35,0.0,0.0,0.0,4.35,0.0,0.0
4.17,4.17,8.33,4.17,4.17,4.17,0.0,8.33,16.67,12.5,0.0,4.17,8.33,8.33,0.0,4.17,0.0,8.33,0.0,0.0
4.55,4.55,13.64,0.0,0.0,4.55,0.0,13.64,22.73,9.09,0.0,0.0,9.09,4.55,9.09,0.0,0.0,4.55,0.0,0.0
0.0,4.35,8.7,13.04,4.35,4.35,0.0,0.0,13.04,13.04,0.0,4.35,4.35,4.35,8.7,0.0,0.0,13.04,4.35,0.0
0.0,0.0,4.35,0.0,0.0,8.7,0.0,17.39,26.09,8.7,4.35,0.0,0.0,0.0,13.04,8.7,4.35,4.35,0.0,0.0
0.0,0.0,0.0,0.0,5.26,5.26,0.0,15.79,26.32,10.53,5.26,0.0,0.0,0.0,15.79,5.26,10.53,0.0,0.0,0.0
0.0,0.0,0.0,0.0,0.0,10.53,0.0,15.79,26.32,10.53,5.26,0.0,0.0,0.0,15.79,5.26,5.26,5.26,0.0,0.0
0.0,0.0,0.0,0.0,0.0,10.53,0.0,15.79,0.0,10.53,5.26,0.0,0.0,0.0,42.11,5.26,5.26,5.26,0.0,0.0
0.0,0.0,0.0,0.0,0.0,13.33,0.0,13.33,26.67,13.33,0.0,0.0,0.0,0.0,13.33,6.67,6.67,6.67,0.0,0.0
0.0,0.0,0.0,0.0,0.0,9.09,0.0,18.18,36.36,9.09,0.0,0.0,0.0,0.0,9.09,9.09,9.09,0.0,0.0,0.0
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,50.0,44.44,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5.56,0.0
0.0,0.0,0.0,0.0,6.25,0.0,0.0,12.5,0.0,0.0,6.25,6.25,0.0,12.5,43.75,0.0,0.0,0.0,12.5,0.0
0.0,0.0,0.0,0.0,6.25,0.0,0.0,12.5,43.75,0.0,6.25,6.25,0.0,12.5,0.0,0.0,0.0,0.0,12.5,0.0
0.0,0.0,0.0,0.0,6.25,0.0,0.0,12.5,25.0,6.25,0.0,6.25,0.0,12.5,18.75,0.0,0.0,0.0,12.5,0.0
0.0,0.0,0.0,0.0,6.25,0.0,0.0,12.5,25.0,0.0,6.25,6.25,0.0,12.5,18.75,0.0,0.0,0.0,12.5,0.0
0.0,0.0,0.0,0.0,6.25,0.0,0.0,12.5,25.0,6.25,0.0,6.25,0.0,12.5,18.75,0.0,0.0,0.0,12.5,0.0
0.0,0.0,0.0,0.0,6.25,0.0,0.0,12.5,43.75,6.25,0.0,6.25,0.0,12.5,0.0,0.0,0.0,0.0,12.5,0.0
0.0,0.0,0.0,0.0,6.25,0.0,0.0,12.5,0.0,6.25,0.0,6.25,0.0,12.5,43.75,0.0,0.0,0.0,12.5,0.0
0.0,20.69,0.0,3.45,0.0,17.24,0.0,0.0,0.0,3.45,0.0,3.45,10.34,0.0,3.45,3.45,17.24,10.34,3.45,3.45
0.0,20.69,3.45,3.45,0.0,17.24,0.0,0.0,0.0,3.45,0.0,3.45,10.34,0.0,3.45,3.45,17.24,10.34,3.45,0.0
0.0,20.69,0.0,3.45,0.0,17.24,0.0,0.0,0.0,3.45,0.0,6.9,10.34,0.0,3.45,3.45,13.79,10.34,3.45,3.45
0.0,20.69,0.0,3.45,0.0,17.24,0.0,0.0,0.0,3.45,0.0,6.9,10.34,0.0,3.45,6.9,13.79,10.34,3.45,0.0
0.0,20.69,0.0,3.45,0.0,17.24,0.0,0.0,0.0,3.45,0.0,6.9,10.34,0.0,3.45,3.45,17.24,10.34,0.0,3.45
0.0,20.0,0.0,3.33,0.0,16.67,0.0,0.0,0.0,3.33,0.0,6.67,10.0,0.0,3.33,3.33,16.67,10.0,6.67,0.0
9.09,0.0,0.0,0.0,9.09,13.64,0.0,9.09,40.91,9.09,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.55,4.55,0.0
9.09,0.0,0.0,0.0,9.09,13.64,0.0,9.09,40.91,9.09,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.55,4.55,0.0
9.09,0.0,0.0,0.0,9.09,13.64,0.0,9.09,40.91,9.09,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.55,4.55,0.0
36.36,0.0,0.0,0.0,0.0,13.64,0.0,0.0,40.91,4.55,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.55,0.0
3.85,0.0,0.0,3.85,7.69,15.38,15.38,3.85,7.69,11.54,3.85,3.85,0.0,0.0,11.54,7.69,0.0,3.85,0.0,0.0
8.0,0.0,4.0,0.0,4.0,16.0,4.0,0.0,20.0,12.0,0.0,4.0,0.0,0.0,4.0,0.0,4.0,8.0,8.0,4.0
16.0,4.0,0.0,4.0,4.0,12.0,4.0,4.0,20.0,8.0,0.0,4.0,0.0,0.0,4.0,0.0,0.0,12.0,4.0,0.0
12.0,0.0,0.0,0.0,4.0,12.0,4.0,0.0,28.0,12.0,0.0,4.0,0.0,0.0,0.0,0.0,0.0,16.0,4.0,4.0
16.0,0.0,4.0,0.0,0.0,12.0,8.0,12.0,20.0,4.0,0.0,0.0,0.0,0.0,4.0,0.0,4.0,4.0,8.0,4.0
16.0,4.0,0.0,0.0,4.0,12.0,4.0,0.0,24.0,8.0,0.0,8.0,0.0,0.0,0.0,0.0,0.0,12.0,4.0,4.0
16.0,0.0,0.0,0.0,4.0,12.0,4.0,4.0,24.0,8.0,0.0,4.0,0.0,0.0,4.0,0.0,0.0,12.0,4.0,4.0
6.25,0.0,0.0,0.0,0.0,31.25,6.25,12.5,6.25,25.0,0.0,0.0,0.0,0.0,0.0,0.0,6.25,6.25,0.0,0.0
6.25,0.0,0.0,0.0,0.0,25.0,6.25,12.5,6.25,25.0,0.0,0.0,0.0,0.0,0.0,6.25,6.25,6.25,0.0,0.0
10.71,7.14,10.71,0.0,0.0,10.71,0.0,10.71,21.43,14.29,3.57,0.0,0.0,3.57,0.0,0.0,7.14,0.0,0.0,0.0
16.67,8.33,0.0,0.0,16.67,8.33,0.0,8.33,16.67,8.33,0.0,0.0,4.17,0.0,0.0,0.0,4.17,8.33,0.0,0.0
12.5,8.33,0.0,0.0,12.5,4.17,0.0,12.5,12.5,16.67,0.0,4.17,8.33,0.0,0.0,4.17,0.0,4.17,0.0,0.0
12.5,8.33,0.0,0.0,12.5,0.0,0.0,8.33,16.67,8.33,0.0,0.0,8.33,0.0,0.0,4.17,4.17,16.67,0.0,0.0
12.5,8.33,0.0,0.0,12.5,4.17,0.0,16.67,12.5,12.5,0.0,0.0,8.33,0.0,0.0,4.17,4.17,4.17,0.0,0.0
0.0,0.0,0.0,0.0,17.65,11.76,0.0,0.0,35.29,5.88,0.0,0.0,0.0,0.0,11.76,5.88,0.0,11.76,0.0,0.0
28.57,0.0,0.0,0.0,0.0,0.0,0.0,14.29,21.43,28.57,0.0,7.14,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0.0,0.0,0.0,0.0,0.0,5.56,5.56,0.0,5.56,5.56,0.0,11.11,33.33,5.56,16.67,0.0,0.0,5.56,0.0,5.56
0.0,0.0,5.0,0.0,0.0,5.0,0.0,5.0,5.0,5.0,0.0,10.0,25.0,0.0,15.0,5.0,5.0,5.0,0.0,10.0
0.0,0.0,5.0,0.0,0.0,5.0,0.0,5.0,10.0,0.0,0.0,10.0,25.0,0.0,15.0,5.0,5.0,5.0,0.0,10.0
0.0,0.0,5.26,0.0,0.0,0.0,0.0,5.26,5.26,5.26,0.0,5.26,31.58,0.0,26.32,0.0,0.0,5.26,0.0,10.53
0.0,0.0,0.0,0.0,0.0,0.0,0.0,5.26,5.26,5.26,0.0,5.26,26.32,0.0,31.58,0.0,0.0,5.26,5.26,10.53
0.0,0.0,0.0,0.0,0.0,7.14,0.0,0.0,42.86,50.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0.0,0.0,0.0,0.0,0.0,7.14,0.0,0.0,42.86,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,50.0,0.0,0.0
0.0,0.0,5.56,19.44,0.0,0.0,0.0,5.56,13.89,22.22,2.78,2.78,0.0,2.78,0.0,5.56,8.33,5.56,0.0,5.56
0.0,6.67,0.0,0.0,13.33,20.0,0.0,0.0,0.0,0.0,6.67,6.67,0.0,6.67,0.0,13.33,13.33,0.0,13.33,0.0
0.0,13.33,0.0,0.0,13.33,13.33,0.0,0.0,6.67,0.0,6.67,6.67,0.0,0.0,0.0,6.67,26.67,0.0,6.67,0.0
0.0,0.0,6.67,0.0,0.0,6.67,13.33,6.67,0.0,20.0,6.67,6.67,0.0,13.33,0.0,0.0,0.0,13.33,0.0,6.67
0.0,0.0,6.67,0.0,0.0,6.67,6.67,6.67,0.0,13.33,6.67,6.67,0.0,13.33,0.0,6.67,0.0,13.33,0.0,13.33
8.33,0.0,0.0,0.0,4.17,12.5,0.0,8.33,20.83,29.17,0.0,0.0,0.0,0.0,0.0,0.0,0.0,12.5,4.17,0.0
12.5,0.0,0.0,0.0,4.17,8.33,0.0,20.83,12.5,12.5,0.0,0.0,0.0,0.0,4.17,0.0,0.0,16.67,8.33,0.0
22.22,0.0,5.56,5.56,0.0,22.22,5.56,5.56,0.0,16.67,0.0,5.56,0.0,0.0,0.0,0.0,5.56,5.56,0.0,0.0
15.79,0.0,5.26,0.0,10.53,26.32,5.26,5.26,0.0,10.53,0.0,0.0,5.26,5.26,0.0,5.26,0.0,5.26,0.0,0.0
4.55,0.0,0.0,4.55,9.09,4.55,4.55,4.55,18.18,9.09,0.0,4.55,0.0,0.0,9.09,0.0,0.0,13.64,13.64,0.0
0.0,0.0,0.0,0.0,20.0,5.0,0.0,20.0,30.0,0.0,0.0,0.0,0.0,0.0,10.0,0.0,5.0,5.0,5.0,0.0
4.17,0.0,0.0,12.5,8.33,0.0,4.17,4.17,4.17,12.5,0.0,8.33,4.17,0.0,25.0,4.17,0.0,4.17,0.0,4.17
0.0,0.0,0.0,15.79,0.0,5.26,5.26,10.53,5.26,15.79,0.0,5.26,0.0,5.26,21.05,5.26,0.0,0.0,0.0,5.26
0.0,0.0,0.0,0.0,15.0,5.0,0.0,10.0,10.0,10.0,0.0,0.0,0.0,0.0,10.0,0.0,0.0,20.0,20.0,0.0
10.53,0.0,0.0,0.0,10.53,0.0,0.0,5.26,21.05,15.79,0.0,0.0,0.0,0.0,5.26,0.0,0.0,10.53,21.05,0.0
0.0,0.0,8.33,8.33,8.33,0.0,0.0,25.0,8.33,8.33,0.0,16.67,0.0,0.0,0.0,0.0,0.0,16.67,0.0,0.0
18.18,0.0,0.0,0.0,0.0,0.0,0.0,27.27,0.0,0.0,0.0,18.18,9.09,0.0,9.09,0.0,0.0,18.18,0.0,0.0
0.0,0.0,0.0,0.0,10.0,5.0,15.0,5.0,10.0,10.0,0.0,0.0,5.0,0.0,15.0,0.0,0.0,10.0,10.0,5.0
5.0,0.0,0.0,0.0,0.0,5.0,10.0,15.0,20.0,5.0,0.0,0.0,0.0,0.0,10.0,0.0,5.0,10.0,10.0,5.0
0.0,0.0,0.0,0.0,5.0,5.0,10.0,10.0,30.0,10.0,0.0,0.0,0.0,0.0,5.0,0.0,0.0,10.0,5.0,10.0
0.0,0.0,0.0,5.0,10.0,5.0,5.0,10.0,25.0,10.0,0.0,0.0,0.0,0.0,5.0,0.0,5.0,10.0,5.0,5.0
0.0,0.0,5.0,0.0,20.0,5.0,0.0,10.0,35.0,10.0,0.0,0.0,0.0,5.0,0.0,0.0,0.0,5.0,0.0,5.0
0.0,0.0,0.0,0.0,15.0,5.0,5.0,10.0,25.0,10.0,0.0,0.0,0.0,0.0,10.0,0.0,5.0,5.0,5.0,5.0
0.0,0.0,0.0,0.0,10.0,5.0,5.0,5.0,20.0,10.0,0.0,0.0,0.0,0.0,15.0,0.0,10.0,10.0,10.0,0.0
0.0,0.0,0.0,0.0,10.0,5.0,5.0,0.0,20.0,15.0,0.0,0.0,0.0,0.0,15.0,0.0,5.0,10.0,5.0,10.0
0.0,0.0,0.0,0.0,10.0,5.0,15.0,5.0,20.0,20.0,0.0,0.0,0.0,0.0,5.0,0.0,5.0,10.0,5.0,0.0
0.0,0.0,0.0,5.0,5.0,0.0,5.0,20.0,20.0,5.0,0.0,0.0,5.0,5.0,10.0,0.0,10.0,0.0,10.0,0.0
0.0,0.0,0.0,5.0,20.0,5.0,0.0,0.0,15.0,10.0,0.0,0.0,10.0,5.0,15.0,0.0,0.0,5.0,5.0,5.0
5.0,0.0,0.0,0.0,0.0,5.0,5.0,15.0,20.0,5.0,0.0,0.0,0.0,5.0,10.0,0.0,5.0,10.0,10.0,5.0
0.0,0.0,0.0,0.0,10.0,5.0,10.0,5.0,25.0,10.0,0.0,0.0,5.0,0.0,5.0,0.0,5.0,10.0,5.0,5.0
0.0,0.0,0.0,0.0,10.0,5.0,15.0,10.0,20.0,10.0,0.0,0.0,5.0,0.0,5.0,0.0,5.0,5.0,5.0,5.0
5.0,0.0,5.0,0.0,20.0,5.0,5.0,5.0,35.0,5.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,10.0,5.0,0.0
5.0,0.0,0.0,0.0,10.0,5.0,0.0,10.0,25.0,10.0,0.0,0.0,0.0,10.0,5.0,0.0,5.0,5.0,5.0,5.0
5.0,0.0,0.0,0.0,5.0,5.0,0.0,10.0,25.0,5.0,0.0,0.0,0.0,0.0,15.0,0.0,5.0,10.0,10.0,5.0
5.0,0.0,0.0,5.0,5.0,5.0,20.0,5.0,5.0,15.0,0.0,0.0,0.0,0.0,10.0,0.0,5.0,5.0,5.0,10.0
0.0,0.0,0.0,0.0,0.0,5.0,25.0,5.0,10.0,20.0,0.0,0.0,5.0,0.0,5.0,0.0,5.0,0.0,10.0,10.0
5.0,0.0,0.0,0.0,0.0,0.0,10.0,20.0,15.0,5.0,0.0,0.0,5.0,10.0,10.0,0.0,5.0,0.0,15.0,0.0
5.0,0.0,0.0,0.0,0.0,5.0,10.0,5.0,20.0,5.0,0.0,0.0,0.0,5.0,5.0,0.0,5.0,20.0,10.0,5.0
5.0,0.0,0.0,0.0,0.0,5.0,10.0,10.0,15.0,10.0,0.0,0.0,0.0,5.0,10.0,0.0,5.0,10.0,10.0,5.0
5.0,0.0,0.0,0.0,0.0,5.0,10.0,5.0,20.0,15.0,0.0,0.0,0.0,0.0,10.0,0.0,5.0,10.0,15.0,0.0
5.0,0.0,0.0,0.0,5.0,5.0,5.0,5.0,20.0,5.0,0.0,0.0,0.0,5.0,10.0,0.0,5.0,20.0,5.0,5.0
5.0,0.0,0.0,0.0,0.0,5.0,5.0,0.0,20.0,15.0,0.0,0.0,0.0,5.0,10.0,0.0,5.0,10.0,10.0,10.0
5.0,0.0,0.0,0.0,0.0,5.0,5.0,5.0,20.0,20.0,0.0,0.0,0.0,5.0,10.0,0.0,5.0,5.0,10.0,5.0
5.0,0.0,0.0,0.0,0.0,5.0,5.0,25.0,25.0,5.0,0.0,0.0,0.0,5.0,5.0,0.0,5.0,5.0,10.0,0.0
5.0,0.0,0.0,0.0,0.0,5.0,5.0,5.0,5.0,15.0,0.0,0.0,0.0,5.0,25.0,0.0,5.0,10.0,10.0,5.0
5.0,0.0,0.0,0.0,0.0,5.0,5.0,5.0,20.0,10.0,0.0,0.0,0.0,5.0,10.0,0.0,5.0,10.0,10.0,10.0
5.0,0.0,0.0,0.0,0.0,5.0,0.0,5.0,25.0,5.0,0.0,0.0,0.0,5.0,10.0,0.0,5.0,10.0,10.0,15.0
0.0,0.0,0.0,0.0,19.23,0.0,3.85,7.69,0.0,7.69,0.0,0.0,30.77,0.0,26.92,0.0,0.0,0.0,0.0,3.85
0.0,0.0,0.0,0.0,20.0,0.0,6.67,6.67,0.0,6.67,0.0,0.0,23.33,0.0,30.0,0.0,0.0,3.33,0.0,3.33
0.0,0.0,0.0,0.0,17.86,0.0,3.57,7.14,0.0,7.14,0.0,0.0,28.57,0.0,25.0,0.0,0.0,0.0,7.14,3.57
0.0,0.0,0.0,0.0,17.65,0.0,5.88,11.76,0.0,5.88,0.0,0.0,17.65,0.0,41.18,0.0,0.0,0.0,0.0,0.0
0.0,0.0,0.0,0.0,16.67,0.0,0.0,16.67,33.33,16.67,0.0,0.0,0.0,0.0,0.0,8.33,8.33,0.0,0.0,0.0
0.0,0.0,0.0,0.0,7.69,0.0,0.0,7.69,38.46,23.08,0.0,0.0,0.0,0.0,0.0,0.0,7.69,7.69,0.0,7.69
7.14,0.0,0.0,0.0,14.29,7.14,0.0,7.14,14.29,21.43,0.0,0.0,0.0,0.0,14.29,0.0,0.0,7.14,0.0,7.14
0.0,0.0,0.0,0.0,0.0,7.69,0.0,23.08,23.08,15.38,0.0,0.0,7.69,0.0,7.69,0.0,0.0,0.0,15.38,0.0
0.0,0.0,0.0,0.0,0.0,7.69,0.0,7.69,23.08,38.46,0.0,0.0,7.69,0.0,7.69,0.0,0.0,7.69,0.0,0.0
5.56,0.0,0.0,0.0,0.0,0.0,0.0,16.67,27.78,16.67,0.0,0.0,5.56,0.0,5.56,0.0,5.56,11.11,5.56,0.0
5.56,0.0,0.0,0.0,11.11,22.22,0.0,11.11,16.67,11.11,0.0,5.56,0.0,0.0,0.0,5.56,0.0,11.11,0.0,0.0
6.67,0.0,0.0,0.0,6.67,0.0,0.0,0.0,33.33,40.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,6.67,6.67,0.0
6.67,0.0,0.0,0.0,6.67,6.67,0.0,13.33,26.67,20.0,0.0,6.67,0.0,0.0,0.0,0.0,6.67,0.0,6.67,0.0
0.0,0.0,0.0,0.0,6.67,6.67,6.67,6.67,26.67,26.67,0.0,6.67,0.0,0.0,0.0,0.0,0.0,6.67,6.67,0.0
6.67,0.0,0.0,0.0,6.67,0.0,0.0,20.0,20.0,20.0,0.0,6.67,0.0,0.0,6.67,6.67,0.0,0.0,6.67,0.0
0.0,0.0,0.0,0.0,7.41,7.41,0.0,0.0,18.52,0.0,0.0,0.0,7.41,0.0,7.41,0.0,7.41,7.41,37.04,0.0
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,61.54,0.0,0.0,0.0,38.46,0.0
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,23.08,0.0,0.0,0.0,0.0,0.0,30.77,0.0,0.0,0.0,46.15,0.0
25.0,0.0,0.0,0.0,12.5,6.25,6.25,12.5,0.0,12.5,0.0,0.0,0.0,0.0,18.75,0.0,0.0,0.0,0.0,6.25
10.26,2.56,0.0,10.26,2.56,20.51,0.0,0.0,10.26,25.64,0.0,0.0,0.0,0.0,15.38,0.0,0.0,0.0,2.56,0.0
10.26,2.56,0.0,10.26,2.56,17.95,0.0,0.0,12.82,25.64,0.0,0.0,0.0,0.0,15.38,0.0,0.0,0.0,2.56,0.0
10.0,2.5,0.0,12.5,2.5,17.5,2.5,0.0,5.0,17.5,0.0,0.0,0.0,2.5,15.0,2.5,5.0,0.0,2.5,2.5
12.82,2.56,0.0,10.26,0.0,20.51,0.0,0.0,10.26,25.64,0.0,0.0,0.0,0.0,15.38,0.0,0.0,0.0,2.56,0.0
9.52,19.05,0.0,0.0,4.76,9.52,0.0,0.0,0.0,0.0,0.0,9.52,0.0,0.0,23.81,0.0,0.0,9.52,4.76,9.52
4.76,19.05,0.0,0.0,4.76,9.52,0.0,0.0,0.0,4.76,0.0,9.52,0.0,0.0,23.81,4.76,0.0,9.52,4.76,4.76
9.52,19.05,0.0,0.0,4.76,9.52,0.0,0.0,4.76,4.76,0.0,9.52,0.0,0.0,19.05,0.0,0.0,4.76,4.76,9.52
0.0,19.05,0.0,0.0,4.76,9.52,4.76,0.0,0.0,0.0,0.0,14.29,0.0,0.0,23.81,0.0,0.0,19.05,4.76,0.0
0.0,19.05,0.0,0.0,4.76,9.52,0.0,0.0,4.76,0.0,0.0,9.52,0.0,0.0,19.05,4.76,0.0,14.29,4.76,9.52
0.0,19.05,0.0,0.0,4.76,9.52,4.76,4.76,0.0,0.0,0.0,14.29,0.0,0.0,19.05,0.0,0.0,14.29,4.76,4.76
4.76,19.05,0.0,0.0,4.76,9.52,4.76,0.0,0.0,0.0,0.0,9.52,0.0,0.0,23.81,0.0,0.0,14.29,4.76,4.76
9.52,19.05,0.0,0.0,4.76,9.52,0.0,0.0,0.0,0.0,0.0,9.52,0.0,0.0,23.81,0.0,0.0,9.52,4.76,9.52
4.76,19.05,0.0,0.0,4.76,9.52,0.0,0.0,0.0,0.0,0.0,9.52,0.0,0.0,23.81,0.0,0.0,14.29,4.76,9.52
0.0,0.0,0.0,8.7,8.7,8.7,4.35,0.0,13.04,13.04,4.35,4.35,0.0,0.0,13.04,4.35,0.0,8.7,0.0,8.7
4.35,0.0,0.0,8.7,8.7,8.7,0.0,0.0,13.04,13.04,4.35,4.35,0.0,0.0,13.04,4.35,0.0,8.7,0.0,8.7
0.0,0.0,0.0,0.0,0.0,11.11,5.56,0.0,16.67,16.67,5.56,5.56,0.0,0.0,11.11,0.0,0.0,16.67,0.0,11.11
5.56,0.0,0.0,0.0,0.0,11.11,0.0,0.0,16.67,16.67,5.56,5.56,0.0,0.0,11.11,0.0,0.0,16.67,0.0,11.11
0.0,0.0,7.69,0.0,7.69,0.0,0.0,15.38,15.38,15.38,0.0,0.0,0.0,7.69,23.08,0.0,0.0,7.69,0.0,0.0
7.69,0.0,7.69,0.0,7.69,0.0,0.0,15.38,15.38,7.69,0.0,0.0,0.0,7.69,23.08,0.0,0.0,7.69,0.0,0.0
0.0,0.0,7.69,0.0,15.38,0.0,0.0,15.38,7.69,15.38,0.0,0.0,0.0,7.69,23.08,0.0,0.0,7.69,0.0,0.0
0.0,0.0,7.69,0.0,15.38,0.0,0.0,15.38,7.69,7.69,0.0,0.0,0.0,7.69,30.77,0.0,0.0,7.69,0.0,0.0
0.0,0.0,7.69,0.0,15.38,0.0,0.0,15.38,23.08,7.69,0.0,0.0,0.0,7.69,15.38,0.0,0.0,7.69,0.0,0.0
0.0,0.0,7.69,0.0,15.38,0.0,0.0,15.38,15.38,15.38,0.0,0.0,0.0,7.69,15.38,0.0,0.0,7.69,0.0,0.0
0.0,0.0,7.69,0.0,7.69,0.0,0.0,15.38,15.38,15.38,0.0,0.0,0.0,7.69,23.08,0.0,0.0,7.69,0.0,0.0
0.0,0.0,0.0,0.0,15.38,0.0,0.0,23.08,23.08,7.69,0.0,0.0,0.0,7.69,15.38,0.0,0.0,7.69,0.0,0.0
0.0,0.0,0.0,0.0,7.69,0.0,0.0,7.69,23.08,30.77,0.0,0.0,0.0,7.69,15.38,0.0,0.0,7.69,0.0,0.0
0.0,0.0,7.69,0.0,15.38,0.0,0.0,15.38,15.38,15.38,0.0,0.0,0.0,7.69,23.08,0.0,0.0,0.0,0.0,0.0
10.0,3.33,0.0,0.0,10.0,16.67,10.0,3.33,13.33,3.33,0.0,0.0,0.0,3.33,3.33,10.0,3.33,6.67,3.33,0.0
10.0,0.0,0.0,0.0,10.0,16.67,10.0,3.33,13.33,3.33,0.0,0.0,0.0,3.33,3.33,13.33,3.33,6.67,3.33,0.0
